Unnamed: 0,번호,제목,저자,출판사,출판일
,52,"HANDLING `BIG DATA' FROM VIDEO STREAMS Professor Plamen Angelov, Chair in Intelligent Systems at Lancaster University and Director of EntelSenSys, discusses patented new technology for predicting and updating the position of targets in video streams",unknown,unknown,2014
,53,"Biomedical Big Data: New Models of Control Over Access, Use and Governance","Vayena, E.; Blasimme, A.",Springer Science + Business Media,2017
,54,Prescription Data in Australia: How Useful is this 'Big' Data?,"Kim, H; Calcino, L; Calcino, G","Elsevier Science B.V., Amsterdam",2016
,55,Modeling big data‐based systems through ontological trading,"Iribarne, Luis; Asensio, José‐Andrés; Padilla, Nicolás; Criado, Javier","John Wiley & Sons, Ltd",2017
,56,VIEWPOINT Big data: Your secret weapon,unknown,AMERICAN INST OF AERONAUTICS AND ASTRONAUTICS,2014
,57,A ''big data'' approach to HIV epidemiology and prevention,"Young, S. D.","Elsevier Science B.V., Amsterdam",2015
,58,Mobile Big Data: The Fuel for Data-Driven Wireless,"Cheng, X.; Fang, L.; Yang, L.; Cui, S.",IEEE,2017
,59,Thick data: adding context to big data to enhance auditability,"Alles, M.; Vasarhelyi, M.A.",Inderscience,2014
,60,Using ``Big Data'' Versus Alternative Measures of Aggregate Data to Predict the U.S. 2016 Presidential Election,"Ma-Kellams, Christine; Bishop, Brianna; Zhang, Mei Fong; Villagrana, Brian",PERCEPTUAL AND MOTOR SKILLS,2018
,61,Administrative data: what surgeons should know about big data,"Hong, M. K.; Skandarajah, A. R.; Hayes, I. P.",John Wiley & Sons Ltd,2017
,62,Rethinking `big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, A.; Wilken, R.",Taylor & Francis,2014
,63,Scholarly Big Data: Information Extraction and Data Mining,"Giles, C.L.","New York, New York; Association for Computing Machinery",2013
,64,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer Insight C. Strong, 2015 London, Kogan Page 224 pp., 19.99 ISBN 978-0-749-47211-5","Dietz, S.",John Wiley & Sons Ltd,2018
,65,Bridging data-capacity gap in big data storage,"Bhat, Wasim Ahmad","Elsevier Science B.V., Amsterdam.",2018
,66,"Integrating ""big data"" into surgical practice","Mathias, Brittany; Lipori, Gigi; Moldawer, Lyle L.; Efron, Philip A.","Elsevier Science B.V., Amsterdam",2016
,67,FROM BIG DATA TO SMART DATA: THE ROLE OF METABOLOMICS IN GENERATING ACTIONABLE KNOWLEDGE IN ALZHEIMER'S DISEASE FOR PERSONALIZED TREATMENT,"Geerts, Hugo",ELSEVIER SCIENCE B.V. AMSTERDAM,2017
,68,Regulating big data. The guidelines of the Council of Europe in the context of the European data protection framework,"Mantelero, Alessandro","Elsevier Science B.V., Amsterdam",2017
,69,Assessing Whether “Big Data” Solutions Provide Value For Diagnostics Manufacturers,"Hertz, D.; Gavaghan, M.; Garfield, S.","Elsevier Science B.V., Amsterdam",2014
,70,A Big Data-based Workers Behavior Observation in China Metro Construction,"Guo, Shengyu; Luo, Hanbin; Yong, Li","Elsevier Science B.V., Amsterdam",2015
,71,Using 'Big Data' for analytics and decision support,"Power, Daniel J.",Taylor & Francis,2014
,72,"Does 'Big Data' exist in medicinal chemistry, and if so, how can it be harnessed?","Tetko, Igor V; Engkvist, Ola; Chen, Hongming",Future Science,2016
,73,Analyzing Big Data: Social Choice and Measurement,"Patty, J.W.; Penn, E.M.",American Political Science Association,2015
,74,"A 'big data' approach to global freshwater mussel diversity (Bivalvia: Unionoida), with an updated checklist of genera and species","Graf, Daniel L; Cummings, Kevin S",Oxford University Press,2021
,75,D2D Big Data: Content Deliveries over Wireless Device-to-Device Sharing in Large-Scale Mobile Networks,"Wang, X.; Zhang, Y.; Leung, V. C.; Guizani, N.; Jiang, T.",IEEE,2018
,76,With ``Big Data'' Comes Big Responsibility: Outreach to North Carolina Medicaid Patients With 10 or More Computed Tomography Scans in 12 Months,"Biola, H.; Best, R.M.; Lahlou, R.M.; Burke, L.M.B.; Dewar, C.; Jackson, C.T.; Broder, J.; Grey, L.; Semelka, R.C.; Dobson, A.",NORTH CAROLINA MEDICAL SOCIETY,2014
,77,Thinking Big Large publishers are beginning to realize value in the ``big data'' phenomenon,unknown,PRIMEDIA,2014
,78,"Integrating ""big data"" into aquatic ecology: challenges and opportunities",unknown,John Wiley & Co Ltd,2017
,79,Harnessing Big Data: A Methodological Approach to Linking Electronic Health Records with Patient-Reported Survey Data,"Liebert, R; Lee, LK; Jaffe, DH; Doane, MJ; Haskell, T","Elsevier Science B.V., Amsterdam",2018
,80,"Open Data: Can It Prevent Research Fraud, Promote Reproducibility, and Enable Big Data Analytics In Clinical Research?","Myers, P. O.","Elsevier Science B.V., Amsterdam.",2015
,81,Health sector gets `big data' boost,unknown,K.H. BIOTECH SERVICES,2018
,82,"Policing, crime and ‘big data’; towards a critique of the moral economy of stochastic governance","Sanders, C. B.; Sheptycki, J.",Springer Science + Business Media,2017
,83,A big data-driven framework for sustainable and smart additive manufacturing,"Majeed, Arfan; Zhang, Yingfeng; Ren, Shan; Lv, Jingxiang; Peng, Tao; Waqar, Saad; Yin, Enhuai","Elsevier Science B.V., Amsterdam.",2021
,84,A Big Data–Based Geographically Weighted Regression Model for Public Housing Prices: A Case Study in Singapore,"Cao, Kai; Diao, Mi; Wu, Bo",Taylor & Francis,2019
,85,"A 'big data' approach to global freshwater mussel diversity (Bivalvia: Unionoida), with an updated checklist of genera and species","Graf, Daniel L; Cummings, Kevin S",Oxford University Press,2021
,86,Utilizing ``Big Data'' Modeling for Evaluating Potential Jurors,unknown,Connexion International Media,2014
,87,Technology Big Data: In Search of Benefits Making insights actionable is key,unknown,MACLEAN HUNTER MEDIA,2016
,88,Prescription Data in Australia: How Useful is this ‘Big' Data?,"Kim, H.; Calcino, L.; Calcino, G.","Elsevier Science B.V., Amsterdam",2016
,89,From big data to rich data: The key features of athlete wheelchair mobility performance,"van der Slikke, R. M.; Berger, M. A.; Bregman, D. J.; Veeger, H. E.","Elsevier Science B.V., Amsterdam.",2016
,90,Taming Big Data: Implementation of a Clinical Use-Case Driven Architecture,"Mayo, C.; Kessler, M. L.; Feng, M.; Weyburn, G.; El Naqa, I.; Eisbruch, A.; Matuszak, M. M.; McShan, D.; Moran, J. M.; Anderson, C. J.","Elsevier Science B.V., Amsterdam.",2016
,91,How ‘big data’ can make big impact: Findings from a systematic review and a longitudinal case study,"Fosso Wamba, S.; Akter, S.; Edwards, A.; Chopin, G.; Gnanzou, D.","Elsevier Science B.V., Amsterdam.",2015
,92,Integrating “big data” into surgical practice,"Mathias, Brittany; Lipori, Gigi; Moldawer, Lyle L.; Efron, Philip A.","Elsevier Science B.V., Amsterdam",2016
,93,Teaching 'big data' analysis to young immunologists,"Schultze, J. L.",Nature Publishing Group,2015
,94,Harnessing Big Data: Capabilities that Deliver Results,unknown,CAHNERS,2015
,95,Toward Big Data–Driven Treatment Planning: Volumetric Modulated Arc Therapy/Intensity Modulated Radiation Therapy Inverse Planning Autopiloted by Population-Based Prior Data,"Wang, H.; Xing, L.","Elsevier Science B.V., Amsterdam.",2016
,96,A Data-Driven Framework for Business Analytics in the Context of Big Data,"Lu, Jing",Springer,2018
,97,"Book Review-Big Data: How It Affects Opportunity, Social Strategy, and Growth","Cowie, K. A.",Wiley,2015
,98,Real Big Data: How We Know Who We Know in Youth Work,"Fink, Alexander; Brito, Marisol",Taylor & Francis,2021
,99,Solving Big Data: Distributing Computation Among Smart Devices,"Preden,  Jurgo; Pahtma,  Raido; Tomson,  Timo; Motus,  Leo",IOS Press,2014
,100,Wireless big data: transforming heterogeneous networks to smart networks,"Huang, Y.; Tan, J.; Liang, Y. C.",Springer Science + Business Media,2017
,1,Effective BigData-Space Service Selection over Trust and Heterogeneous QoS Preferences,"Wang, H.; Yu, C.; Wang, L.; Yu, Q.",Institute of Electrical & Electronics Engineers,2018
,2,Tele-electrocardiography and bigdata: The CODE (Clinical Outcomes in Digital Electrocardiography) study,"Ribeiro, Antonio Luiz P.; Paixão, Gabriela M.M.; Gomes, Paulo R.; Ribeiro, Manoel Horta; Ribeiro, Antônio H.; Canazart, Jéssica A.; Oliveira, Derick M.; Ferreira, Milton P.; Lima, Emilly M.; Moraes, Jermana Lopes de; Castro, Nathalia; Ribeiro, Leonardo B.","Elsevier Science B.V., Amsterdam",2019
,3,Are Today's SHM Procedures Suitable for Tomorrow's BIGDATA?,"Matarazzo,  Thomas J.; Shahidi,  S. Golnaz; Chang,  Minwoo; Pakzad,  Shamim N.","Curran Associates, Inc.",2015
,4,Bigdata logs analysis based on seq2seq networks for cognitive Internet of Things,"Wu, Pin; Lu, Zhihui; Zhou, Quan; Lei, Zhidan; Li, Xiaoqiang; Qiu, Meikang; Hung, Patrick C.K.","Elsevier Science B.V., Amsterdam.",2019
,5,"Bigdata fog based cyber physical system for classifying, identifying and prevention of SARS disease.","Raghav, R.S.; Dhavachelvan, P.; Vijayakumar, V.; Subramaniyaswamy, V.; Abawajy, Jemal; Yang, Longzhi. ","JOHN WILEY & SONS, INC",2019
,6,NSF BIGDATA PI Meeting — Domain-Specific Research Directions and Data Sets,"Singh, Lisa; Deshpande, Amol; Zhou, Wenchao; Banerjee, Arindam; Bowers, Alex; Friedler, Sorelle; Jagadish, H. V.; Karypis, George; Obradovic, Zoran; Vullikanti, Anil",Association for Computing Machinery; 1999,2018
,7,"BiDArch: BigData Architect, Generator of Big Data Solution Architectures","Sosa,  Julio; Jiménez-Guarín,  Claudia",Springer,2017
,8,Orchestrating BigData Analysis Workflows,"Ranjan, R.; Garg, S.; Khoskbar, A. R.; Solaiman, E.; James, P.; Georgakopoulos, D.",IEEE,2017
,9,Real-time BigData and Predictive Analytical Architecture for healthcare application,"Chauhan, Vikas; Gaur, Raghvendra; Tiwari, Aruna; Shukla, Anupam",Springer Nature,2019
,10,Call for Papers_Bigdata-call-2016-final-1,unknown,"Elsevier Science B.V., Amsterdam",2016
,11,AphasiaBank as BigData,"MacWhinney, Brian; Fromm, Davida",Thieme-Stratton,2016
,12,Prologue – BigData and DSS in agriculture,"Cancela, Héctor; Higgins, Andrew; Pagès-Bernaus, Adela; Plà-Aragonès, Lluis Miquel","Elsevier Science B.V., Amsterdam.",2019
,13,A Two-Directional BigData Sorting Architecture on FPGAs,"Lai, Bo-Cheng; Chen, Chun-Yen; Hsin, Yi-Da; Lin, Bo-Yen",IEEE Computer Society,2020
,14,Optimizing Leisure Travel: Is BigData Ready to Improve the Joint Leisure Activities Efficiency?,"Gkiotsalitis,  K.; Stathopoulos,  A.",Springer.,2014
,15,Design and Implementation of BigData Visualization System Based on Meta DB Automatic Mapping Algorithm,Weon-Jin Cho; Jae-Sung Shim; Seok-Cheon Park,International Information Institute,2016
,16,Semantic Data Profiling for Bigdata,"Salem,  Aïcha Ben; Boufares,  Faouzi; Correia,  Sebastiao",International Society for Computers and Their Applications,2015
,17,BigCache: a cache-based BigData management in mobile networks,Kshama Raichura ; Nilesh Padhariya,Interscience Enterprises,2017
,18,Current Challenges with BIGDATA Analytics in Structural Health Monitoring,"Gulgec, Nur Sila; Shahidi, Golnaz S.; Matarazzo, Thomas J.; Pakzad, Shamim N.","Curran Associates, Inc",2017
,19,"Scenario analysis, from BigData to black swan","Batrouni, Marwan; Bertaux, Aurélie; Nicolle, Christophe","Elsevier Science B. V., Amsterdam",2018
,20,Fundamental Survey of Map Reduce in Bigdata with Hadoop Environment,"Dhamecha, Maulik; Patalia, Tejas",Springer,2018
,21,151 – Using Deeplearning and Genetic Bigdata to Predict Crohn's Disease,"Li, Dalin; Haritunians, Talin; Mengesha, Emebet; Targan, Stephan R.; McGovern, Dermot",ELSEVIER SCIENCE B.V. AMSTERDAM,2019
,22,IFHDS: Intelligent Framework for Securing Healthcare BigData,"Essa, Youssef M.; Hemdan, Ezz El-Din; El-Mahalawy, Ahmed; Attiya, Gamal; El-Sayed, Ayman",Springer Nature,2019
,23,Knowledge Digest Engine for Personal Bigdata Analysis,"Kim, Y.; Moon, J.; Lee, H.-J.; Bae, C.-S.",Dordrecht; Springer,2012
,24,Data Summary Techniques based on Mapreduce in Bigdata,Jeong-Joon Kim,International Information Institute,2018
,25,EP-1719 Automated data processing and BigData in radiation therapy,"Schmidt, O.; Ballmann, N.; Bert, C.; Fietkau, R.","Elsevier Science B.V., Amsterdam.",2019
,26,Platform Independent Workflow Mechanism for Bigdata Analytics,"Ku,  Tai-Yeon; Won,  Hee-Sun; Choi,  Hoon",Springer,2016
,27,A MODIFIED KEY PARTITIONING FOR BIGDATA USING MAPREDUCE IN HADOOP,"Palanisamy,  Balasubramanie; Ekambaram,  Gothai",Science Publications,2015
,28,2015 IEEE Service Congress and IEEE BigData Congress House Advertisement,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2014
,29,Urban carbon mapping with spatial BigData,"Yamagata, Yoshiki; Murakami, Daisuke; Yoshida, Takahiro","Elsevier Science B.V., Amsterdam",2017
,30,Correction to: IFHDS: Intelligent Framework for Securing Healthcare BigData,"Essa, Youssef M.; Hemdan, Ezz El-Din; El-Mahalawy, Ahmed; Attiya, Gamal; El-Sayed, Ayman",Springer Nature,2019
,31,Using arced axes in parallel coordinates geometry for high dimensional BigData visual analytics in cloud computing,"Huang, M. L.; Lu, L. F.; Zhang, X.",Springer Science + Business Media,2015
,32,A Scalable Product Recommendations Using Collaborative Filtering in Hadoop for Bigdata,"Riyaz, P.A.; Varghese, Surekha Mariam","Elsevier Science B.V., Amsterdam",2016
,33,Miscegenation of scalable and DEP3K performance evaluation of nosql-cassandra for bigdata applications deployed in cloud,"Gupta, Sangeeta; Narsimha, G.",Inderscience,2018
,34,A New Service for Customer Care Based on the TrentoRise BigData Platform,"Ramazzina, S.; Ballari, C.L.; Somenzi, D.",unknown,2013
,35,Personalized Recommendation System for Efficient Integrated Cognitive Rehabilitation Training Based on Bigdata,"Kim, Jeong Joon; Kim, Yong-Jun; Lee, Hyeok-Min; Lee, Sang-Ho; Chung, Sung-Taek",Springer,2018
,36,Analysis of Learner Timeout Behavior in Online Tests of a Bigdata Set Based on the OLAI Concept,"Le,  Huixiao; Jia,  Jiyou",Springer,2018
,37,Hybrid Multi-Modal Deep Learning using Collaborative Concat Layer in Health Bigdata,"Kim, Joo-Chang; Chung, Kyungyong",IEEE,2020
,38,Guest editorial – Special issue on hardware assisted techniques for IoT and bigdata applications,"Mohanty, Saraju P.; Srivastava, Ashok; Hu, Shiyan; Ghosal, Prasun","Elsevier Science B.V., Amsterdam.",2017
,39,Truncated Physical Model for Dynamic Sensor Networks with Applications in High-Resolution Mobile Sensing and BIGDATA,"Matarazzo,  Thomas J.; Pakzad,  Shamim N.",ASCE AMERICAN SOCIETY OF CIVIL ENGINEERS,2016
,40,A Prototypical Reference Application of an IVIS4BigData Infrastructure supporting Anomaly Detection on Car-to-Cloud Data,"Bornschlegl, Marco",Curran Associates,2018
